A,0,0,0.0
A,0,1,1.0
A,0,2,2.0
A,0,3,3.0
A,0,4,4.0
A,0,5,5.0
A,0,6,6.0
A,0,7,7.0
A,0,8,8.0
A,0,9,9.0
A,0,10,10.0
A,0,11,11.0
A,0,12,12.0
A,0,13,13.0
A,0,14,14.0
A,0,15,15.0
A,0,16,16.0
A,0,17,17.0
A,0,18,18.0
A,0,19,19.0
A,0,20,20.0
A,0,21,21.0
A,0,22,22.0
A,0,23,23.0
A,0,24,24.0
A,0,25,25.0
A,0,26,26.0
A,0,27,27.0
A,0,28,28.0
A,0,29,29.0
A,0,30,30.0
A,0,31,31.0
A,0,32,32.0
A,0,33,33.0
A,0,34,34.0
A,0,35,35.0
A,0,36,36.0
A,0,37,37.0
A,0,38,38.0
A,0,39,39.0
A,0,40,40.0
A,0,41,41.0
A,0,42,42.0
A,0,43,43.0
A,0,44,44.0
A,0,45,45.0
A,0,46,46.0
A,0,47,47.0
A,0,48,48.0
A,0,49,49.0
A,0,50,50.0
A,0,51,51.0
A,0,52,52.0
A,0,53,53.0
A,0,54,54.0
A,0,55,55.0
A,0,56,56.0
A,0,57,57.0
A,0,58,58.0
A,0,59,59.0
A,0,60,60.0
A,0,61,61.0
A,0,62,62.0
A,0,63,63.0
A,0,64,64.0
A,0,65,65.0
A,0,66,66.0
A,0,67,67.0
A,0,68,68.0
A,0,69,69.0
A,0,70,70.0
A,0,71,71.0
A,0,72,72.0
A,0,73,73.0
A,0,74,74.0
A,0,75,75.0
A,0,76,76.0
A,0,77,77.0
A,0,78,78.0
A,0,79,79.0
A,0,80,80.0
A,0,81,81.0
A,0,82,82.0
A,0,83,83.0
A,0,84,84.0
A,0,85,85.0
A,0,86,86.0
A,0,87,87.0
A,0,88,88.0
A,0,89,89.0
A,0,90,90.0
A,0,91,91.0
A,0,92,92.0
A,0,93,93.0
A,0,94,94.0
A,0,95,95.0
A,0,96,96.0
A,0,97,97.0
A,0,98,98.0
A,0,99,99.0
A,1,0,100.0
A,1,1,101.0
A,1,2,102.0
A,1,3,103.0
A,1,4,104.0
A,1,5,105.0
A,1,6,106.0
A,1,7,107.0
A,1,8,108.0
A,1,9,109.0
A,1,10,110.0
A,1,11,111.0
A,1,12,112.0
A,1,13,113.0
A,1,14,114.0
A,1,15,115.0
A,1,16,116.0
A,1,17,117.0
A,1,18,118.0
A,1,19,119.0
A,1,20,120.0
A,1,21,121.0
A,1,22,122.0
A,1,23,123.0
A,1,24,124.0
A,1,25,125.0
A,1,26,126.0
A,1,27,127.0
A,1,28,128.0
A,1,29,129.0
A,1,30,130.0
A,1,31,131.0
A,1,32,132.0
A,1,33,133.0
A,1,34,134.0
A,1,35,135.0
A,1,36,136.0
A,1,37,137.0
A,1,38,138.0
A,1,39,139.0
A,1,40,140.0
A,1,41,141.0
A,1,42,142.0
A,1,43,143.0
A,1,44,144.0
A,1,45,145.0
A,1,46,146.0
A,1,47,147.0
A,1,48,148.0
A,1,49,149.0
A,1,50,150.0
A,1,51,151.0
A,1,52,152.0
A,1,53,153.0
A,1,54,154.0
A,1,55,155.0
A,1,56,156.0
A,1,57,157.0
A,1,58,158.0
A,1,59,159.0
A,1,60,160.0
A,1,61,161.0
A,1,62,162.0
A,1,63,163.0
A,1,64,164.0
A,1,65,165.0
A,1,66,166.0
A,1,67,167.0
A,1,68,168.0
A,1,69,169.0
A,1,70,170.0
A,1,71,171.0
A,1,72,172.0
A,1,73,173.0
A,1,74,174.0
A,1,75,175.0
A,1,76,176.0
A,1,77,177.0
A,1,78,178.0
A,1,79,179.0
A,1,80,180.0
A,1,81,181.0
A,1,82,182.0
A,1,83,183.0
A,1,84,184.0
A,1,85,185.0
A,1,86,186.0
A,1,87,187.0
A,1,88,188.0
A,1,89,189.0
A,1,90,190.0
A,1,91,191.0
